rank,category,region,candidate_name,candidate_type,post_count,sample_titles,sample_links
878,food,인천,송도 카페 송도 꾸덕 초코바게트 맛집 찾았다,cafe,1,[인천 송도 카페] 송도 꾸덕 초코바게트 맛집 찾았다!...,https://blog.naver.com/jjongeuni_/224301820063
879,food,부산,송도 호텔,travel_spot,1,부산 송도 호텔 윈덤 그랜드 부산 전객실 오션뷰 호캉스 후기...,https://blog.naver.com/minhee084/224301830527
880,domestic_travel,부산,송도 호텔,travel_spot,1,부산 송도 호텔 윈덤 그랜드 부산 전객실 오션뷰 호캉스 후기...,https://blog.naver.com/minhee084/224301830527
881,food,부산,송도 호텔 윈덤 그랜드 부산 전객실 오션뷰,travel_spot,1,부산 송도 호텔 윈덤 그랜드 부산 전객실 오션뷰 호캉스 후기...,https://blog.naver.com/minhee084/224301830527
882,domestic_travel,부산,송도 호텔 윈덤 그랜드 부산 전객실 오션뷰,travel_spot,1,부산 송도 호텔 윈덤 그랜드 부산 전객실 오션뷰 호캉스 후기...,https://blog.naver.com/minhee084/224301830527
883,food,인천,송도&강화도 충남 서산 맛집 5주 동안,restaurant,1,[ 서울 군자&잠실/인천 송도&강화도/충남 서산 맛집 ] 5주 동안...,https://blog.naver.com/eunjji-/224301207898
884,domestic_travel,인천,송도&강화도 충남 서산 맛집 5주 동안,restaurant,1,[ 서울 군자&잠실/인천 송도&강화도/충남 서산 맛집 ] 5주 동안...,https://blog.naver.com/eunjji-/224301207898
885,food,인천,송도달빛축제공원,attraction,1,"[일상 생각|사색|송도 달빛 축제 공원] ""송도 달빛축제공원...",https://blog.naver.com/wjcho062/224301841051
886,domestic_travel,인천,송도달빛축제공원,attraction,1,"[일상 생각|사색|송도 달빛 축제 공원] ""송도 달빛축제공원...",https://blog.naver.com/wjcho062/224301841051
887,food,인천,송도동 센트럴파크 와인 맛집 내돈내산 솔직후,restaurant,1,인천 송도동 센트럴파크 와인 맛집 내돈내산 솔직후기...,https://blog.naver.com/muapiece/224301799911
888,food,인천,송도중식당,restaurant,1,인천 송도 중식당 맛집 홍보석,https://blog.naver.com/thstmdwls54/224301750445
889,domestic_travel,인천,송도중식당,restaurant,1,인천 송도 중식당 맛집 홍보석,https://blog.naver.com/thstmdwls54/224301750445
890,domestic_travel,성수,송도호텔,travel_spot,1,인천 송도 인스파이어 리조트 프로모션 빅 특가 스플래시 베이...,https://blog.naver.com/rud_gml/224301267430
891,domestic_travel,인천,송도호텔,travel_spot,1,인천 송도 인스파이어 리조트 프로모션 빅 특가 스플래시 베이...,https://blog.naver.com/rud_gml/224301267430
892,food,부산,송정 송정로컬 맛집 고기 쌈밥 고등어찜을 한,restaurant,1,(부산/송정) 송정로컬 맛집 고기 쌈밥 고등어찜을 한번에...,https://blog.naver.com/eldrn990/224301711032
893,food,대구,송정동 소금빵 맛집 디비에이 29 금 다녀왔,restaurant,1,"부산 해운대구 송정동, 소금빵 맛집 : 디비에이",https://blog.naver.com/tintiny79/224301799850
894,food,광주,송정매일시장,travel_spot,1,[광주 송정역 맛집 ] '시장국밥' 전현무계획3도 반한 30년 전통...,https://blog.naver.com/geolsb/224301662775
895,domestic_travel,광주,송정매일시장,travel_spot,1,[광주 송정역 맛집 ] '시장국밥' 전현무계획3도 반한 30년 전통...,https://blog.naver.com/geolsb/224301662775
896,food,광주,송정역 맛집 시장,restaurant,1,[광주 송정역 맛집 ] '시장국밥' 전현무계획3도 반한 30년 전통...,https://blog.naver.com/geolsb/224301662775
897,domestic_travel,광주,송정역 맛집 시장,restaurant,1,[광주 송정역 맛집 ] '시장국밥' 전현무계획3도 반한 30년 전통...,https://blog.naver.com/geolsb/224301662775
898,food,광주,송정역 맛집 시장국밥 전현무계획3도 반한 3,restaurant,1,[광주 송정역 맛집 ] '시장국밥' 전현무계획3도 반한 30년 전통...,https://blog.naver.com/geolsb/224301662775
899,domestic_travel,광주,송정역 맛집 시장국밥 전현무계획3도 반한 3,restaurant,1,[광주 송정역 맛집 ] '시장국밥' 전현무계획3도 반한 30년 전통...,https://blog.naver.com/geolsb/224301662775
900,food,광주,송정역 점심 맛집 슈퍼크리스피에서 햄버거 먹,restaurant,1,광주 송정역 점심 맛집 슈퍼크리스피에서 햄버거 먹어 본 후기,https://blog.naver.com/bsd0921/224301818465
901,domestic_travel,광주,송정역 점심 맛집 슈퍼크리스피에서 햄버거 먹,restaurant,1,광주 송정역 점심 맛집 슈퍼크리스피에서 햄버거 먹어 본 후기,https://blog.naver.com/bsd0921/224301818465
902,food,대구,송현동 맛집 부드러운 고기에 가족 외식하기,restaurant,1,"대구 송현동 맛집 , 부드러운 고기에 가족 외식하기 좋은 뼈구이...",https://blog.naver.com/ccongzzy/224301702098
903,domestic_travel,대구,송현동 맛집 부드러운 고기에 가족 외식하기,restaurant,1,"대구 송현동 맛집 , 부드러운 고기에 가족 외식하기 좋은 뼈구이...",https://blog.naver.com/ccongzzy/224301702098
904,food,성수,솥밥 맛집 쵸리상경 서울 숲 가볼만한 곳 매,restaurant,1,성수 솥밥 맛집 쵸리상경 서울 숲 가볼만한 곳,https://blog.naver.com/heina0612/224300914369
905,food,대구,솥밥의 따뜻한 바다 북구 맛집 으로 이름난,restaurant,1,보길도1988 칠성본점에서 만나는 대구 솥밥의 따뜻한 바다...,https://blog.naver.com/hyperhub3409/224301867986
906,domestic_travel,대구,솥밥의 따뜻한 바다 북구 맛집 으로 이름난,restaurant,1,보길도1988 칠성본점에서 만나는 대구 솥밥의 따뜻한 바다...,https://blog.naver.com/hyperhub3409/224301867986
907,food,대구,수산시장,travel_spot,1,대구대게 맛집 추천 대구 준이수산 매천시장대게 후기,https://blog.naver.com/minini_00/224301685834
908,domestic_travel,대구,수산시장,travel_spot,1,대구대게 맛집 추천 대구 준이수산 매천시장대게 후기,https://blog.naver.com/minini_00/224301685834
909,food,대구,수성구 들안길 맛집 가족모임 금등어 맛이 깔,restaurant,1,대구 수성구 들안길 맛집 가족모임 금등어,https://blog.naver.com/jungae7272/224301723939
910,food,대구,수성구 맛집 착한낙지 수성점,restaurant,1,[ 내돈내산 대구 수성구 맛집 ] 착한낙지 수성점｜낙지볶음덮밥...,https://blog.naver.com/dogsaunds/224301849703
911,food,대구,수성구 범어동에서 데이트 맛집 가족모임 미팅,restaurant,1,대구 수성구 맛집 추천 만덕수산 모듬회 코스요리 맛있는...,https://blog.naver.com/sw8373/224301411242
912,domestic_travel,대구,수성구 범어동에서 데이트 맛집 가족모임 미팅,restaurant,1,대구 수성구 맛집 추천 만덕수산 모듬회 코스요리 맛있는...,https://blog.naver.com/sw8373/224301411242
913,food,대구,수성구 신천시장,travel_spot,1,대구 수성구 신천시장 양고기 스프카레 맛집 바를램,https://blog.naver.com/dumborang/224301679356
914,domestic_travel,대구,수성구 신천시장,travel_spot,1,대구 수성구 신천시장 양고기 스프카레 맛집 바를램,https://blog.naver.com/dumborang/224301679356
915,food,대구,수성구 신천시장 양고기 스프카레 맛집 바를램,restaurant,1,대구 수성구 신천시장 양고기 스프카레 맛집 바를램,https://blog.naver.com/dumborang/224301679356
916,domestic_travel,대구,수성구 신천시장 양고기 스프카레 맛집 바를램,restaurant,1,대구 수성구 신천시장 양고기 스프카레 맛집 바를램,https://blog.naver.com/dumborang/224301679356
917,food,대구,수성구 지산동 중국집 맛집 주민들에게 사랑받,restaurant,1,대구 수성구 지산동 중국집 맛집 주민들에게 사랑받는 중국성...,https://blog.naver.com/youngone_907/224301762909
918,domestic_travel,대구,수성구 지산동 중국집 맛집 주민들에게 사랑받,restaurant,1,대구 수성구 지산동 중국집 맛집 주민들에게 사랑받는 중국성...,https://blog.naver.com/youngone_907/224301762909
919,food,대구,수성동 꽃게 육수 자가제면 칼국수 맛집 약전,restaurant,1,대구 수성동 꽃게 육수 자가제면 칼국수 맛집 약전골목원조국수...,https://blog.naver.com/younvely0607/224301794551
920,food,대구,수성시장,travel_spot,1,"레시피를 완성시켜준 대구 수성구 신선 정육점 추천 , 우담정육점",https://blog.naver.com/drawingirls/224301818663
921,domestic_travel,대구,수성시장,travel_spot,1,"레시피를 완성시켜준 대구 수성구 신선 정육점 추천 , 우담정육점",https://blog.naver.com/drawingirls/224301818663
922,food,부산,수영 술집 닭발 맛집 오늘닭발해 수영본점 저,restaurant,1,부산 수영 술집 닭발 맛집 오늘닭발해 수영본점,https://blog.naver.com/dkswnstjr0613/224301834365
923,food,부산,수영역 맛집 미친막창 막창 맛집 푸짐한 한,restaurant,1,부산 수영역 맛집|미친막창... 막창 맛집 푸짐한 한 상 단골...,https://blog.naver.com/hye0_0young/224301874642
924,food,부산,수영역 맛집 술집 부엉이산장 안주가 맛있는,restaurant,1,부산 수영역 맛집 술집 부엉이산장 안주가 맛있는 핫플 ...,https://blog.naver.com/sm88044/224301683912
925,food,부산,수영역 맛집 술집으로 입소문 난 역시 부산,restaurant,1,부산 수영역 맛집 술집 부엉이산장 안주가 맛있는 핫플 ...,https://blog.naver.com/sm88044/224301683912
926,food,광주,수완지구 초코바게트 맛집 브레드누아젯 내돈내,restaurant,1,광주 수완지구 초코바게트 맛집 [브레드누아젯] 내돈내산 후기,https://blog.naver.com/gmldus7070/224301729941
927,food,수원,수원 인계동 느좋카페 내돈내산 넓고 커피,cafe,1,[카페] 수원 인계동 느좋카페 / 내돈내산 넓고 커피 찐맛도리집...,https://blog.naver.com/wanikong/224301785255
928,domestic_travel,강릉,수원에서 먹는 강릉해변,travel_spot,1,수원에서 먹는 [강릉해변 메밀 막국수] 다녀왔습니다~,https://blog.naver.com/mhhowon/224301741591
929,food,강남,수제 버거 햄버거 맛집 위트앤미트 강남점 오,restaurant,1,강남 수제 버거 햄버거 맛집 위트앤미트 강남점,https://blog.naver.com/junghyune__/224301844223
930,food,강남,수제 버거 햄버거 맛집 위트앤미트 강남점 포,restaurant,1,강남 수제 버거 햄버거 맛집 위트앤미트 강남점,https://blog.naver.com/junghyune__/224301844223
931,food,수원,수제버거 맛집 크레이지버거 두툼한 패티가 맛,restaurant,1,"맛집 크레이지버거, 두툼한 패티가 맛있는 인계동 점심 추천",https://blog.naver.com/ririka25/224301838868
932,domestic_travel,강릉,수평선점에서 보낸 주말 일기 바다를 볼 수,restaurant,1,강릉여행코스 정남미명과 강릉 수평선점에서 보낸 주말 일기,https://blog.naver.com/twin_n/224301769271
933,food,제주,숙성 고기 맛집 센트럴파크 맛집 송도 센트럴,restaurant,1,"해밀락, 센트럴파크 데이트 코스로 딱인 제주 숙성 고기 맛집",https://blog.naver.com/wjung2018/224301818983
934,domestic_travel,가평,숙소입니다,travel_spot,1,서울 근교 프라이빗한 감성 독채 펜션 추천 가평 환타지콜라보,https://blog.naver.com/rhdwndi2/224298144192
935,food,수원,술집,restaurant,1,수원 술집) 수원역 분위기 좋은 가성비 끝판왕 수원역 술집 포차...,https://blog.naver.com/subsub2-/224301716731
936,food,대구,술집,restaurant,1,봉덕동 맛집 봉덕끝집 감자전에 반하고 온 대구 술집,https://blog.naver.com/fprtl0221/224301614332
937,domestic_travel,대구,술집,restaurant,1,봉덕동 맛집 봉덕끝집 감자전에 반하고 온 대구 술집,https://blog.naver.com/fprtl0221/224301614332
938,food,성수,술집,restaurant,1,성수동 맛집 :) 분위기 좋은 레트로 술집 '성수 달맞이 광장...,https://blog.naver.com/kbe0911/224301573584
939,food,인천,술집,restaurant,1,동인천 맛집 술집 차이나타운 필수코스 로컬 인천 맥주 호랑이,https://blog.naver.com/oursophie/224301854503
940,food,강남,술집,restaurant,1,역삼역회식 센민이자카야 분위기 좋은 강남 술집 예약,https://blog.naver.com/minie30/224300760800
941,food,대구,술집 맛집 이었어요,restaurant,1,봉덕동 맛집 봉덕끝집 감자전에 반하고 온 대구 술집,https://blog.naver.com/fprtl0221/224301614332
942,domestic_travel,대구,술집 맛집 이었어요,restaurant,1,봉덕동 맛집 봉덕끝집 감자전에 반하고 온 대구 술집,https://blog.naver.com/fprtl0221/224301614332
943,food,수원,술집 수원역 분위기 좋은 가성비 끝판왕 수원,restaurant,1,수원 술집) 수원역 분위기 좋은 가성비 끝판왕 수원역 술집 포차...,https://blog.naver.com/subsub2-/224301716731
944,food,강남,술집 예약,restaurant,1,역삼역회식 센민이자카야 분위기 좋은 강남 술집 예약,https://blog.naver.com/minie30/224300760800
945,domestic_travel,가평,숲속 호텔,travel_spot,1,가평 글램트리 추천ㅣ숲속 호텔급 시설에 인피니티풀까지...,https://blog.naver.com/lynnda/224300447584
946,food,강남,스페셜티커피,cafe,1,냄새 세게나는 우드톤 느좋카페 내돈내산 후기 (원두 선택 가능),https://blog.naver.com/oomnyaam/224300016620
947,food,부산,스페셜티커피,cafe,1,[해운대 오션뷰 카페] 더 반 베를린 부산점,https://blog.naver.com/merry96715/224301618919
948,domestic_travel,부산,스페셜티커피,cafe,1,[해운대 오션뷰 카페] 더 반 베를린 부산점,https://blog.naver.com/merry96715/224301618919
949,food,대전,식당,restaurant,1,대전 맛집 쌍둥이수육국밥 월평선사점의 푸짐했던 식사후기,https://blog.naver.com/narara20000/224301704324
950,domestic_travel,대전,식당,restaurant,1,대전 맛집 쌍둥이수육국밥 월평선사점의 푸짐했던 식사후기,https://blog.naver.com/narara20000/224301704324
951,food,대구,식당,restaurant,1,"대구 동구 숨은 집밥 맛집 , 두손보리밥에서 든든한 한 끼",https://blog.naver.com/nadiyya79/224301870840
952,food,성수,식당,restaurant,1,성수 일식 맛집 탐광 내돈내산 솔직 리뷰,https://blog.naver.com/eunsu_exe/224301452958
953,domestic_travel,성수,식당,restaurant,1,성수 일식 맛집 탐광 내돈내산 솔직 리뷰,https://blog.naver.com/eunsu_exe/224301452958
954,food,강남,식당,restaurant,1,게 느껴지는 고급스러운 솥밥 식당 강남고속터미널 맛집 후기,https://blog.naver.com/peacedaily/224300775751
955,food,부산,식당,restaurant,1,부산 살면서 느낀 돼지국밥 처음 먹는 사람들 특징 정리,https://blog.naver.com/travelsolve/224295988025
956,domestic_travel,부산,식당,restaurant,1,부산 살면서 느낀 돼지국밥 처음 먹는 사람들 특징 정리,https://blog.naver.com/travelsolve/224295988025
957,food,인천,식당 리뷰 강릉해변,restaurant,1,[식당 리뷰] 강릉해변메밀막국수 인천검단점 에서 물막국수...,https://blog.naver.com/pandorr/224301724885
958,domestic_travel,인천,식당 리뷰 강릉해변,restaurant,1,[식당 리뷰] 강릉해변메밀막국수 인천검단점 에서 물막국수...,https://blog.naver.com/pandorr/224301724885
959,domestic_travel,강릉,식당 리뷰 강릉해변,restaurant,1,[식당 리뷰] 강릉해변메밀막국수 인천검단점 에서 물막국수...,https://blog.naver.com/pandorr/224301724885
960,food,광주,식당부터,restaurant,1,당일치기 드라이브 추천 #2|경기도 광주 식당부터 카페까지,https://blog.naver.com/grow_with_me_365/224301141048
961,domestic_travel,광주,식당부터,restaurant,1,당일치기 드라이브 추천 #2|경기도 광주 식당부터 카페까지,https://blog.naver.com/grow_with_me_365/224301141048
962,food,광주,식당부터 카페까지 오늘의 당일치기 드라이브,cafe,1,당일치기 드라이브 추천 #2|경기도 광주 식당부터 카페까지,https://blog.naver.com/grow_with_me_365/224301141048
963,domestic_travel,광주,식당부터 카페까지 오늘의 당일치기 드라이브,cafe,1,당일치기 드라이브 추천 #2|경기도 광주 식당부터 카페까지,https://blog.naver.com/grow_with_me_365/224301141048
964,food,제주,신길동 가보자식당,restaurant,1,[ 신길동 가보자식당 ] +내돈내산,https://blog.naver.com/dhalsdk6661/224301738414
965,food,수원,신동 카페거리 맛집 인 쿄와동에 다녀왔어요,cafe,1,수원신동카페거리 맛집 쿄와동 내돈내산,https://blog.naver.com/gayoung1743/224301839727
966,domestic_travel,강릉,신라 모노그램 호텔,travel_spot,1,강릉 신라 모노그램 호텔 레지던스 비교 재방문 만족 gym...,https://blog.naver.com/kangeunjeu/224301825780
967,domestic_travel,강릉,신라 모노그램 호텔 레지던스 비교 재방문 만,travel_spot,1,강릉 신라 모노그램 호텔 레지던스 비교 재방문 만족 gym...,https://blog.naver.com/kangeunjeu/224301825780
968,food,대구,신라식당,restaurant,1,대구 동성로 맛집 신라식당 한일점 내돈내산,https://blog.naver.com/mink1004z/224301856634
969,food,대구,신라식당이였습니다 다음엔 또,restaurant,1,대구 동성로 맛집 신라식당 한일점 내돈내산,https://blog.naver.com/mink1004z/224301856634
970,food,종로,신라호텔,travel_spot,1,익선동 파스타 맛집 신라호텔 10년 경력 셰프의 독립밀방...,https://blog.naver.com/minji9038/224301574094
971,domestic_travel,제주,신라호텔,travel_spot,1,"[제주] 제주 신라호텔- (6/1~6/3) 72시간 깜짝 특가, 룸온리...",https://blog.naver.com/kindandlove/224300902794
972,domestic_travel,제주,신라호텔- 6 1,travel_spot,1,"[제주] 제주 신라호텔- (6/1~6/3) 72시간 깜짝 특가, 룸온리...",https://blog.naver.com/kindandlove/224300902794
973,food,강남,신사역 돈까스 맛집 카츠공방,restaurant,1,신사역 돈까스 맛집 카츠공방 신사역점 모듬카츠세트가 진짜...,https://blog.naver.com/kichica/224301755780
974,food,성수,신상 맛집 답게 지나가는,restaurant,1,오픈런 후기｜웨이팅 전에 다녀온 신상 감자간식 맛집,https://blog.naver.com/ekhankim/224300847571
975,food,대구,신상 카페 6 1 가오픈 카페,cafe,1,[대구 신상 카페] 6/1 가오픈! 카페룰리오가닉 수성구청점 발...,https://blog.naver.com/coffeeprincess1/224301788679
976,food,대구,신상 카페 6 1 가오픈 카페룰리오가닉 수성,cafe,1,[대구 신상 카페] 6/1 가오픈! 카페룰리오가닉 수성구청점 발...,https://blog.naver.com/coffeeprincess1/224301788679
977,food,대전,신상카페 뚱기가 다녀온 장동 대형 베이커리,cafe,1,[대전 신상카페] 뚱기가 다녀온 장동 대형 베이커리 카페...,https://blog.naver.com/care1cb/224301855890
978,domestic_travel,대전,신상카페 뚱기가 다녀온 장동 대형 베이커리,cafe,1,[대전 신상카페] 뚱기가 다녀온 장동 대형 베이커리 카페...,https://blog.naver.com/care1cb/224301855890
979,domestic_travel,전주,신시가지 브런치 뷔페 효자동 브런치 맛집 에,cafe,1,[메종드앤]전주 신시가지 브런치 뷔페|효자동 브런치 맛집 에서...,https://blog.naver.com/kim1004a/224301824946
980,domestic_travel,전주,신시가지레스토랑,restaurant,1,"맛집 핸더 신시가지점, 분위기 좋은 전주파스타 맛집 추천",https://blog.naver.com/tnlavy12/224301829194
981,food,인천,신시모도 맛집 고남정 물회,restaurant,1,인천 신시모도 맛집 ‘고남정’|물회·해물부추전·멍게비빔밥...,https://blog.naver.com/yrmrmrm/224300060279
982,domestic_travel,인천,신시모도 맛집 고남정 물회,restaurant,1,인천 신시모도 맛집 ‘고남정’|물회·해물부추전·멍게비빔밥...,https://blog.naver.com/yrmrmrm/224300060279
983,food,대구,신암동 맛집 더큰본부 기본 닭똥집은 당연히,restaurant,1,동대구역 주변 맛집 대구 신암동 더큰본부 똥집골목 닭똥집 추천,https://blog.naver.com/hyuny127/224301715917
984,domestic_travel,대구,신암동 맛집 더큰본부 기본 닭똥집은 당연히,restaurant,1,동대구역 주변 맛집 대구 신암동 더큰본부 똥집골목 닭똥집 추천,https://blog.naver.com/hyuny127/224301715917
985,food,대구,신암동 맛집 더큰본부 I 대구 맛집,restaurant,1,"[대구 신암동 맛집 ] 더큰본부 I... 대구 맛집 , 현지인 맛집 ...",https://blog.naver.com/002young_/224300210231
986,domestic_travel,대구,신암동 맛집 더큰본부 I 대구 맛집,restaurant,1,"[대구 신암동 맛집 ] 더큰본부 I... 대구 맛집 , 현지인 맛집 ...",https://blog.naver.com/002young_/224300210231
987,food,대구,신암동 맛집 더큰본부 I 대구 맛집 현지인,restaurant,1,"[대구 신암동 맛집 ] 더큰본부 I... 대구 맛집 , 현지인 맛집 ...",https://blog.naver.com/002young_/224300210231
988,domestic_travel,대구,신암동 맛집 더큰본부 I 대구 맛집 현지인,restaurant,1,"[대구 신암동 맛집 ] 더큰본부 I... 대구 맛집 , 현지인 맛집 ...",https://blog.naver.com/002young_/224300210231
989,food,광주,신창동 임산부 왁싱 뷰티바이윤 내돈내산,restaurant,1,광주 신창동 임산부 왁싱 뷰티바이윤 내돈내산 후기,https://blog.naver.com/902_s2/224301742008
990,food,대구,신천시장,travel_spot,1,대구 한식 오마카세 “현방” 생일 내돈내산 아쉬운 후기...,https://blog.naver.com/honestzzang/224301739246
991,domestic_travel,대구,신천시장,travel_spot,1,대구 한식 오마카세 “현방” 생일 내돈내산 아쉬운 후기...,https://blog.naver.com/honestzzang/224301739246
992,food,성수,실바니안팝업,popup,1,주말 성수동 데이트 코스 가볼만한곳 놀거리 맛집 추천 TOP5는?,https://blog.naver.com/project-jaden/224301517252
993,domestic_travel,성수,실바니안팝업,popup,1,주말 성수동 데이트 코스 가볼만한곳 놀거리 맛집 추천 TOP5는?,https://blog.naver.com/project-jaden/224301517252
994,food,대전,싸인식당,restaurant,1,광주 쌍촌동 맛집 커먼스 광주본점 : 미국 감성 야장 테라스에서...,https://blog.naver.com/2317995/224301511335
995,food,광주,싸인식당,restaurant,1,광주 쌍촌동 맛집 커먼스 광주본점 : 미국 감성 야장 테라스에서...,https://blog.naver.com/2317995/224301511335
996,food,강남,쌀국수 가성비 맛집 땀땀 내돈내산 강남 가성,restaurant,1,강남 쌀국수 가성비 맛집 땀땀 내돈내산,https://blog.naver.com/maker_joy/224301806898
997,domestic_travel,광주,쌍암공원,travel_spot,1,광주풍암체육공원 할로윈 숲체험 아이와가기좋은곳,https://blog.naver.com/wicket69986/224301855053
998,food,광주,쌍촌동 맛집 커먼스 광주본점 미국 감성 야장,restaurant,1,광주 쌍촌동 맛집 커먼스 광주본점 : 미국 감성 야장 테라스에서...,https://blog.naver.com/2317995/224301511335
999,food,강남,썸띵어바웃커피,cafe,1,신논현역 카페 추천! 흑임자크림라떼가 정말 맛있었던...,https://blog.naver.com/yallyallyallalla/224301523475
1000,domestic_travel,가평,아기랑 청평호펜션 수상스키 즐길 수 있는 곳,travel_spot,1,가평 아기랑 청평호펜션 수상스키 즐길 수 있는 곳,https://blog.naver.com/jtlwkd123/224297872054
1001,food,수원,아기의자있는식당,restaurant,1,국물 한입에 속까지 든든했던 영통 맛집,https://blog.naver.com/xoornjseh/224301849909
1002,food,수원,아백화점 광교점 광교 갤러리,attraction,1,[광교 맛집 ] 바다를 먹은 고등어 갤러리아백화점 광교점,https://blog.naver.com/sidero10/224301852891
1003,food,제주,아베베베이커리제주 업체명 아베베베이커리,cafe,1,아베베베이커리 제주 (ABEBE BAKERY Jeju) 동문시장 핫플 방문기,https://blog.naver.com/zzzdkrltnekf/224301715533
1004,domestic_travel,제주,아베베베이커리제주 업체명 아베베베이커리,cafe,1,아베베베이커리 제주 (ABEBE BAKERY Jeju) 동문시장 핫플 방문기,https://blog.naver.com/zzzdkrltnekf/224301715533
1005,domestic_travel,전주,아산축제,attraction,1,아산 외암마을 야행 — 조선시대 밤마실로 떠나는 특별한 하룻밤,https://blog.naver.com/victory0133/224301499285
1006,domestic_travel,제주,아이동반 숙소 찾는다면 글램핑 카라반 BES,travel_spot,1,"제주 아이동반 숙소 찾는다면? 글램핑,카라반 BEST 3 솔직 후기",https://blog.naver.com/momopia/224301863026
1007,food,광주,아이랑 가기 좋은 캠핑바베큐 헬로우텍사스 솔,restaurant,1,"광주 아이랑 가기 좋은 캠핑바베큐, 헬로우텍사스 솔직후기",https://blog.naver.com/hamkke_haru/224301768952
1008,domestic_travel,광주,아이랑 가기 좋은 캠핑바베큐 헬로우텍사스 솔,restaurant,1,"광주 아이랑 가기 좋은 캠핑바베큐, 헬로우텍사스 솔직후기",https://blog.naver.com/hamkke_haru/224301768952
1009,domestic_travel,대전,아이랑 가볼만한곳 관저동 실내바다낚시터 안녕,restaurant,1,대전 아이랑 가볼만한곳 관저동 실내바다낚시터,https://blog.naver.com/sim7512/224301803373
1010,domestic_travel,가평,아이랑 가평 1박2일 자라섬 꽃축제,attraction,1,아이랑 가평 1박2일 : 자라섬 꽃축제 남이섬 입장권 할인받고...,https://blog.naver.com/donnago_/224299287499
1011,food,부산,아이랑갈만한식당,restaurant,1,부산동래 맛집 센교 회전초밥 맛집 아이랑갈만한식당 부산회전초밥,https://blog.naver.com/kanghee225-/224301878791
1012,food,대구,아이랑동성로식당,restaurant,1,"[글쓰기] 260503 : 대구 여행 1일차 / 서문시장, 동성로...",https://blog.naver.com/kkokkorun/224301643583
1013,domestic_travel,대구,아이랑동성로식당,restaurant,1,"[글쓰기] 260503 : 대구 여행 1일차 / 서문시장, 동성로...",https://blog.naver.com/kkokkorun/224301643583
1014,food,대구,아이랑식당,restaurant,1,"대구 앞산 맛집 파스타가 맛있는 호어모아 아기랑 유모차,주차...",https://blog.naver.com/family_3j/224301549173
1015,domestic_travel,대구,아이랑식당,restaurant,1,"대구 앞산 맛집 파스타가 맛있는 호어모아 아기랑 유모차,주차...",https://blog.naver.com/family_3j/224301549173
1016,domestic_travel,가평,아이랑호텔,travel_spot,1,가평아난티 무라타하우스 아이랑 가평 여행! (히노끼탕/수영장...,https://blog.naver.com/smk03011/224301869303
1017,domestic_travel,전주,아중리술집,restaurant,1,전주 아중리술집 럭셔리가맥 ｜ 현지인들이 찾는 가맥 맛집,https://blog.naver.com/hitejinro_jeonju/224301638559
1018,domestic_travel,전주,아중리술집 럭셔리가맥,restaurant,1,전주 아중리술집 럭셔리가맥 ｜ 현지인들이 찾는 가맥 맛집,https://blog.naver.com/hitejinro_jeonju/224301638559
1019,food,인천,안동집 경동시장,travel_spot,1,[ 서울 군자&잠실/인천 송도&강화도/충남 서산 맛집 ] 5주 동안...,https://blog.naver.com/eunjji-/224301207898
1020,domestic_travel,인천,안동집 경동시장,travel_spot,1,[ 서울 군자&잠실/인천 송도&강화도/충남 서산 맛집 ] 5주 동안...,https://blog.naver.com/eunjji-/224301207898
1021,food,부산,안락동 온천천카페거리 분위기 맛집 비스트로타,cafe,1,"부산 안락동 온천천카페거리 분위기 맛집 , 비스트로타마르 강추",https://blog.naver.com/hykslover0328/224301704035
1022,domestic_travel,부산,안락동 온천천카페거리 분위기 맛집 비스트로타,cafe,1,"부산 안락동 온천천카페거리 분위기 맛집 , 비스트로타마르 강추",https://blog.naver.com/hykslover0328/224301704035
1023,domestic_travel,강릉,안목 커피,cafe,1,강릉의 숨은 명소 Best 5 - 케이드라이브 기사님들이 추천해요!,https://blog.naver.com/kd_1577/224299896389
1024,domestic_travel,강릉,안목해변 차박 일출 하나로 유명해진 이유 솔,travel_spot,1,"강릉 안목해변 차박, 일출 하나로 유명해진 이유",https://blog.naver.com/medic3939/224300583314
1025,food,성수,안에 위치한 곳으로 정감가는 시장,travel_spot,1,성수 뚝도시장 서울맛집 내돈내산 후기,https://blog.naver.com/reviewkong/224300749417
1026,domestic_travel,성수,안에 위치한 곳으로 정감가는 시장,travel_spot,1,성수 뚝도시장 서울맛집 내돈내산 후기,https://blog.naver.com/reviewkong/224300749417
1027,domestic_travel,전주,알뜰 쇼핑 전통시장,travel_spot,1,[알뜰 쇼핑] 전통시장의 스마트한 변신! '온누리상품권...,https://blog.naver.com/wjswnekdma/224300211909
1028,food,강남,압구정로데오역 보보식당 흑백요리사2 맛집,restaurant,1,[강남/압구정로데오역] 보보식당 흑백요리사2 맛집 중식 압구정...,https://blog.naver.com/comatdragon/224301023720
1029,food,강남,압구정로데오역 보보식당 흑백요리사2 맛집 중,restaurant,1,[강남/압구정로데오역] 보보식당 흑백요리사2 맛집 중식 압구정...,https://blog.naver.com/comatdragon/224301023720
1030,food,강남,압구정룸식당,restaurant,1,[강남/압구정로데오역] 보보식당 흑백요리사2 맛집 중식 압구정...,https://blog.naver.com/comatdragon/224301023720
